NGO_0001	NMB1903	98.266	519	9	0	1	519	1	519	0.0	1050
NGO_0001	NMB1076	23.077	169	110	6	219	386	40	189	8.12e-04	37.0
NGO_0002	NMB1902	98.370	368	6	0	1	368	1	368	0.0	734
NGO_0003	NMB1900	95.627	686	30	0	1	686	32	717	0.0	1343
NGO_0004	NMB1899	91.216	148	13	0	1	148	1	148	5.85e-100	280
NGO_0006	NMB1897	97.491	877	22	0	1	877	1	877	0.0	1780
NGO_0006	NMB0174	22.116	945	467	30	1	821	1	800	2.03e-24	105
NGO_0006	NMB1894	88.000	25	3	0	853	877	20	44	5.58e-08	45.8
NGO_0006	NMB1833	26.797	153	100	4	11	151	25	177	8.65e-08	51.6
NGO_0006	NMB1833	21.814	463	247	18	413	841	452	833	3.36e-05	43.1
NGO_0006	NMB0030	22.458	236	142	4	34	232	4	235	9.43e-08	51.6
NGO_0007	NMB1896	95.331	257	12	0	1	257	1	257	0.0	513
NGO_0007	NMB1895	95.652	46	1	1	264	308	1	46	9.38e-23	85.1
NGO_0010	NMB1892	74.242	66	17	0	1	66	1	66	2.64e-30	97.8
NGO_0011	NMB1891	90.385	104	10	0	1	104	1	104	2.23e-65	189
NGO_0015	NMB1173	89.655	29	3	0	46	74	17	45	1.43e-14	58.5
NGO_0015	NMB1135	89.655	29	3	0	46	74	17	45	1.43e-14	58.5
NGO_0015	NMB2149	83.333	30	5	0	39	68	52	81	1.46e-13	57.0
NGO_0015	NMB0676	91.304	23	2	0	46	68	106	128	9.57e-11	50.8
NGO_0015	NMB1917	91.304	23	2	0	46	68	108	130	2.44e-10	49.7
NGO_0016	NMB1888	97.436	117	3	0	1	117	1	117	4.84e-83	234
NGO_0017	NMB1887	98.837	258	3	0	1	258	1	258	0.0	525
NGO_0018	NMB1886	96.429	168	6	0	9	176	1	168	5.91e-120	332
NGO_0019	NMB1885	92.694	219	16	0	1	219	1	219	5.34e-147	404
NGO_0020	NMB1884	90.741	108	10	0	1	108	1	108	1.41e-71	204
NGO_0020	NMB0784	37.143	70	42	2	24	91	40	109	3.98e-08	43.9
NGO_0021	NMB1882	95.868	726	30	0	1	726	1	726	0.0	1415
NGO_0021	NMB1829	29.357	746	463	17	1	724	5	708	1.84e-77	259
NGO_0021	NMB0293	22.442	606	404	20	12	587	8	577	1.92e-21	95.1
NGO_0022	NMB1881	93.519	108	7	0	1	108	1	108	9.61e-75	213
NGO_0023	NMB1880	93.478	322	17	1	1	322	1	318	0.0	593
NGO_0023	NMB1989	47.771	314	161	2	8	318	8	321	1.45e-105	308
NGO_0025	NMB1878	96.429	196	7	0	124	319	1	196	1.71e-136	381
NGO_0025	NMB1879	99.029	103	1	0	1	103	1	103	1.97e-73	218
NGO_0025	NMB1967	31.429	105	61	3	224	317	198	302	2.16e-09	53.5
NGO_0026	NMB1877	94.643	672	36	0	1	672	1	672	0.0	1321
NGO_0027	NMB1876	95.423	437	20	0	1	437	1	437	0.0	841
NGO_0027	NMB1074	28.214	280	184	6	13	281	18	291	1.93e-22	93.2
NGO_0028	NMB1875	87.671	146	14	2	1	143	1	145	4.61e-82	234
NGO_0029	NMB1874	98.131	214	4	0	1	214	1	214	1.32e-153	421
NGO_0030	NMB1873	94.715	246	13	0	1	246	1	246	4.47e-169	462
NGO_0031	NMB1872	86.395	147	20	0	1	147	1	147	6.33e-93	261
NGO_0032	NMB1871	89.732	224	23	0	1	224	1	224	3.18e-145	400
NGO_0033	NMB1870	61.566	281	101	3	1	280	47	321	4.34e-117	335
NGO_0034	NMB1869	98.592	355	5	0	1	355	1	355	0.0	722
NGO_0035	NMB1868	89.869	306	27	1	1	306	1	302	0.0	540
NGO_0035	NMB0751	35.943	281	166	4	23	299	20	290	2.41e-47	157
NGO_0036	NMB1867	98.589	638	9	0	1	638	1	638	0.0	1287
NGO_0036	NMB1457	27.723	202	136	8	353	546	379	578	8.79e-06	44.3
NGO_0036	NMB1457	24.378	201	121	8	24	196	1	198	5.06e-05	42.0
NGO_0037	NMB1866	98.871	443	5	0	1	443	1	443	0.0	905
NGO_0039	NMB1923	100.000	18	0	0	1	18	1	18	8.56e-07	41.2
NGO_0039	NMB0400	100.000	18	0	0	1	18	5	22	9.42e-07	42.0
NGO_0040	NMB1864	94.366	426	23	1	1	425	1	426	0.0	812
NGO_0040	NMB1371	27.244	312	204	9	33	335	13	310	1.44e-27	109
NGO_0040	NMB0732	25.989	354	229	15	8	338	14	357	1.95e-20	89.0
NGO_00200	NMB1386	79.661	118	22	1	8	123	35	152	5.74e-66	192
NGO_0042	NMB1863	96.045	177	7	0	1	177	12	188	2.41e-131	362
NGO_0043	NMB1862	94.932	296	15	0	1	296	1	296	0.0	574
NGO_0043	NMB2030	37.879	66	40	1	147	211	38	103	2.25e-06	43.9
NGO_0043	NMB1232	31.429	70	46	1	165	232	129	198	2.14e-04	38.1
NGO_0044	NMB1861	95.595	454	20	0	1	454	1	454	0.0	879
NGO_0044	NMB1855	21.739	276	179	7	91	352	644	896	3.49e-09	54.7
NGO_0044	NMB1855	24.157	356	218	12	2	328	7	339	2.83e-08	52.0
NGO_0045	NMB1860	98.052	154	1	1	1	154	1	152	9.31e-103	287
NGO_0047	NMB1859	96.501	343	12	0	1	343	1	343	0.0	679
NGO_0048	NMB1855	98.694	1072	14	0	1	1072	1	1072	0.0	2185
NGO_0048	NMB1861	25.843	356	212	12	7	339	2	328	6.24e-09	55.1
NGO_0048	NMB1861	21.818	275	182	6	644	897	91	353	8.59e-07	48.5
NGO_0048	NMB0424	25.385	260	171	8	80	330	45	290	2.85e-07	49.3
NGO_0050	NMB1852	93.077	130	9	0	1	130	1	130	2.98e-89	251
NGO_0053	NMB1849	97.090	378	11	0	1	378	1	378	0.0	764
NGO_0053	NMB0966	28.571	140	90	4	221	353	35	171	2.11e-12	61.6
NGO_0053	NMB1920	31.034	58	38	1	223	280	40	95	4.81e-04	37.7
NGO_0056	NMB1846	95.000	360	18	0	1	360	1	360	0.0	672
NGO_0056	NMB0171	25.954	262	151	10	95	333	1	242	1.26e-08	51.2
NGO_0056	NMB0191	63.158	38	14	0	97	134	4	41	7.30e-08	48.9
NGO_0057	NMB1845	93.529	170	11	0	1	170	1	170	4.28e-108	302
NGO_0057	NMB1366	46.875	32	17	0	56	87	19	50	7.40e-07	42.0
NGO_0057	NMB1958	24.516	155	110	4	13	162	4	156	4.35e-06	40.8
NGO_0057	NMB0044	26.515	132	79	6	36	151	29	158	1.18e-04	37.4
NGO_00300	NMB1844	97.561	41	1	0	1	41	1	41	1.37e-24	81.3
NGO_0058	NMB1843	98.639	147	2	0	1	147	1	147	1.35e-104	291
NGO_0059	NMB1842	98.204	167	3	0	1	167	1	167	3.19e-123	340
NGO_0060	NMB1841	96.121	232	9	0	1	232	1	232	5.18e-165	451
NGO_0060	NMB0080	31.973	147	85	4	1	139	1	140	2.29e-12	60.8
NGO_0060	NMB0062	31.973	147	85	4	1	139	1	140	2.29e-12	60.8
NGO_0060	NMB0638	37.705	61	38	0	2	62	6	66	1.02e-05	41.2
NGO_0062	NMB1839	97.496	559	14	0	1	559	1	559	0.0	1103
NGO_0063	NMB1838	98.352	364	6	0	1	364	1	364	0.0	726
NGO_0063	NMB2086	37.000	100	47	1	5	104	162	245	7.74e-16	73.9
NGO_0063	NMB1041	56.250	32	14	0	7	38	219	250	6.41e-05	40.4
NGO_0064	NMB1837	83.871	62	10	0	10	71	3	64	2.90e-33	106
NGO_0065	NMB1836	95.056	627	26	2	1	625	1	624	0.0	1189
NGO_0066	NMB1835	96.991	432	13	0	1	432	1	432	0.0	858
NGO_00350	NMB0663	26.596	188	77	4	44	230	48	175	7.11e-15	66.2
NGO_0068	NMB1834	94.788	307	16	0	1	307	1	307	0.0	593
NGO_0069	NMB1833	96.882	930	29	0	1	930	1	930	0.0	1867
NGO_0069	NMB0174	23.517	927	531	26	20	859	6	841	9.21e-50	186
NGO_0069	NMB1897	20.637	722	386	21	25	631	11	660	6.66e-12	65.1
NGO_0069	NMB0030	35.593	59	38	0	50	108	4	62	4.50e-06	46.2
NGO_0070	NMB0663	28.495	186	74	6	44	228	48	175	1.13e-13	63.2
NGO_0071	NMB1832	95.706	163	7	0	1	163	11	173	7.90e-114	316
NGO_0072	NMB1831	97.523	323	8	0	1	323	1	323	0.0	644
NGO_00385	NMB0991	85.455	110	16	0	1	110	1	110	2.31e-65	199
NGO_00385	NMB0991	93.182	44	3	0	107	150	328	371	5.46e-21	83.6
NGO_00385	NMB1539	83.636	110	18	0	1	110	1	110	1.19e-64	197
NGO_00385	NMB1539	88.636	44	5	0	107	150	293	336	3.56e-20	80.9
NGO_00385	NMB0919	85.185	108	16	0	1	108	1	108	1.32e-63	193
NGO_00385	NMB1601	84.259	108	17	0	1	108	1	108	6.46e-63	192
NGO_00385	NMB1601	93.182	44	3	0	107	150	293	336	3.31e-21	83.6
NGO_00385	NMB1553	81.731	104	19	0	1	104	1	104	8.06e-60	177
NGO_00385	NMB1399	83.505	97	16	0	12	108	1	97	2.44e-55	172
NGO_00385	NMB1399	93.182	44	3	0	107	150	282	325	3.50e-21	83.6
NGO_00385	NMB0141	82.418	91	16	0	12	102	1	91	4.50e-52	157
NGO_0073	NMB1830	95.000	220	11	0	1	220	1	220	2.33e-144	397
NGO_0073	NMB0620	24.176	182	130	4	7	183	5	183	6.94e-11	55.8
NGO_00395	NMB1829	83.099	71	10	1	1	71	1	69	1.26e-32	114
NGO_00400	NMB1829	92.466	146	11	0	1	146	564	709	4.86e-95	285
NGO_00400	NMB1882	34.351	131	62	3	8	118	575	701	3.62e-18	75.9
NGO_0076	NMB1828	95.918	98	4	0	1	98	1	98	8.01e-65	194
NGO_0077	NMB1828	95.192	208	10	0	1	208	104	311	1.26e-149	414
NGO_0078	NMB1827	97.293	1145	31	0	1	1145	1	1145	0.0	2312
NGO_0079	NMB1826	94.872	78	4	0	1	78	47	124	3.81e-48	144
NGO_0080	NMB1825	92.647	68	5	0	1	68	1	68	1.48e-43	130
NGO_0081	NMB1824	94.982	279	14	0	1	279	1	279	0.0	545
NGO_0082	NMB1823	96.752	431	14	0	1	431	1	431	0.0	853
NGO_0083	NMB1822	92.622	637	47	0	1	637	1	637	0.0	1190
NGO_0084	NMB1821	92.602	392	29	0	11	402	1	392	0.0	758
NGO_0085	NMB1820	86.957	414	54	0	1	414	1	414	0.0	738
NGO_0085	NMB0560	40.000	60	35	1	354	413	199	257	1.74e-05	42.0
NGO_0085	NMB0180	32.468	77	52	0	289	365	102	178	1.40e-04	39.3
NGO_0087	NMB0846	27.941	136	92	3	169	303	135	265	3.51e-08	50.4
NGO_0087	NMB1705	25.899	139	96	4	200	335	203	337	1.18e-06	45.4
NGO_0088	NMB1818	96.414	474	17	0	1	474	1	474	0.0	894
NGO_0089	NMB1817	94.865	370	19	0	1	370	1	370	0.0	719
NGO_0089	NMB0933	28.000	125	75	3	30	145	114	232	1.53e-06	44.7
NGO_0090	NMB1816	88.000	150	18	0	1	150	1	150	6.77e-98	275
NGO_0091	NMB1815	97.153	281	8	0	1	281	1	281	0.0	570
NGO_0092	NMB1814	96.389	360	13	0	1	360	1	360	0.0	689
NGO_0093	NMB1813	98.830	171	2	0	1	171	1	171	3.02e-126	348
NGO_00500	NMB1116	56.000	25	11	0	20	44	89	113	3.36e-04	31.6
NGO_0094	NMB1812	90.000	770	31	3	1	724	1	770	0.0	1345
NGO_0095	NMB1811	98.352	182	3	0	1	182	1	182	1.09e-134	370
NGO_0096	NMB1810	98.611	216	3	0	1	216	1	216	4.11e-156	427
NGO_0097	NMB1809	98.000	200	4	0	1	200	1	200	5.45e-145	397
NGO_0098	NMB1808	96.505	372	13	0	1	372	1	372	0.0	734
NGO_0099	NMB1807	97.372	799	21	0	1	799	1	799	0.0	1596
NGO_0099	NMB0357	35.032	157	97	2	80	236	71	222	1.39e-20	87.4
NGO_0099	NMB0413	25.749	334	155	16	423	702	263	557	1.41e-08	53.9
NGO_0100	NMB1806	98.095	210	4	0	1	210	3	212	2.47e-156	427
NGO_0100	NMB0852	23.656	186	129	5	27	207	179	356	5.20e-05	39.3
NGO_0100	NMB0852	27.869	122	82	4	26	145	5	122	2.10e-04	37.4
NGO_0100	NMB1644	33.333	60	36	1	23	78	5	64	5.87e-05	38.9
NGO_0101	NMB1805	99.519	208	1	0	1	208	1	208	2.22e-156	427
NGO_0101	NMB1677	25.595	168	83	5	26	159	73	232	2.50e-05	39.7
NGO_0101	NMB1723	23.383	201	119	9	16	206	129	304	1.30e-04	37.7
NGO_0102	NMB1804	97.389	651	17	0	1	651	22	672	0.0	1310
NGO_0103	NMB1803	98.990	396	4	0	1	396	1	396	0.0	779
NGO_0103	NMB0296	26.812	138	97	2	254	387	126	263	2.55e-08	50.4
NGO_0104	NMB1802	95.775	355	15	0	1	355	1	355	0.0	691
NGO_0105	NMB1801	94.014	284	16	1	1	283	16	299	0.0	519
NGO_0105	NMB1418	25.357	280	197	7	8	281	7	280	3.83e-19	81.3
NGO_00570	NMB1800	86.765	68	9	0	1	68	1	68	9.25e-41	124
NGO_0106	NMB1799	97.179	390	11	0	1	390	1	390	0.0	778
NGO_0107	NMB1797	96.596	470	16	0	1	470	1	470	0.0	927
NGO_0108	NMB1796	99.383	162	1	0	1	162	30	191	2.52e-121	336
NGO_00595	NMB1795	84.000	25	4	0	15	39	24	48	7.55e-11	47.8
NGO_0110	NMB1794	97.717	438	10	0	1	438	1	438	0.0	822
NGO_0112	NMB1792	93.651	315	20	0	103	417	1	315	0.0	565
NGO_0112	NMB0594	21.186	236	177	4	183	413	226	457	4.48e-14	69.3
NGO_0113	NMB1791	99.197	498	4	0	1	498	13	510	0.0	1006
NGO_0113	NMB0196	34.725	455	291	5	18	468	4	456	4.56e-76	253
NGO_0114	NMB1790	98.837	86	1	0	1	86	1	86	3.07e-61	177
NGO_0114	NMB0946	33.333	69	44	2	2	70	172	238	9.51e-09	46.2
NGO_0114	NMB0773	28.571	77	55	0	10	86	28	104	4.21e-06	37.7
NGO_0116	NMB1789	96.622	148	5	0	1	148	1	148	3.66e-104	290
NGO_0117	NMB1788	97.794	680	15	0	1	680	2	681	0.0	1346
NGO_0117	NMB1281	41.099	382	213	3	250	628	824	1196	3.13e-78	268
NGO_0117	NMB1422	22.841	359	221	13	284	607	44	381	6.54e-06	44.7
NGO_0117	NMB1331	26.374	91	65	2	506	594	478	568	1.08e-04	41.2
NGO_0117	NMB1368	30.769	78	52	2	509	586	276	351	2.10e-04	40.0
NGO_0118	NMB1787	97.701	348	8	0	1	348	1	348	0.0	699
NGO_0119	NMB0524	64.444	45	16	0	37	81	336	380	3.03e-15	65.5
NGO_0121	NMB1786	98.182	385	7	0	1	385	1	385	0.0	782
NGO_00655	NMB1785	98.684	76	1	0	1	76	5	80	8.88e-51	150
NGO_0122	NMB1784	92.373	118	9	0	1	118	1	118	8.34e-68	196
NGO_0123	NMB1738	20.379	422	265	13	44	417	66	464	1.45e-11	61.6
NGO_00680	NMB2042	50.000	52	26	0	188	239	19	70	2.15e-13	64.7
NGO_00680	NMB0007	42.466	73	39	1	183	252	15	87	3.80e-12	60.1
NGO_00680	NMB1400	38.571	70	43	0	186	255	520	589	8.68e-11	57.8
NGO_00680	NMB1919	40.299	67	40	0	186	252	393	459	4.53e-09	52.4
NGO_00680	NMB1966	42.857	49	28	0	186	234	22	70	7.24e-09	50.8
NGO_00680	NMB0264	39.437	71	43	0	185	255	379	449	8.34e-09	51.6
NGO_00680	NMB0074	45.238	42	23	0	186	227	21	62	1.43e-08	49.7
NGO_00680	NMB0610	40.000	65	38	1	186	250	73	136	2.05e-08	50.1
NGO_00680	NMB0387	29.091	110	74	1	120	229	280	385	8.22e-08	48.5
NGO_00680	NMB1234	42.623	61	35	0	185	245	24	84	9.70e-08	47.4
NGO_00680	NMB0879	30.769	78	49	1	183	255	15	92	4.01e-07	46.2
NGO_00680	NMB0632	36.066	61	39	0	176	236	10	70	7.06e-07	45.4
NGO_00680	NMB1240	47.917	48	24	1	185	231	16	63	1.25e-06	44.7
NGO_00680	NMB1240	36.145	83	39	2	141	223	307	375	2.12e-06	44.3
NGO_00680	NMB1948	38.710	62	38	0	183	244	19	80	3.16e-06	43.1
NGO_00680	NMB1051	35.821	67	42	1	184	249	17	83	4.31e-06	43.1
NGO_00680	NMB1051	30.263	76	40	1	167	229	303	378	9.39e-05	39.3
NGO_00680	NMB0103	24.242	99	71	2	26	120	5	103	1.46e-05	40.0
NGO_00680	NMB1993	31.944	72	48	1	185	255	16	87	1.78e-05	40.8
NGO_00680	NMB0549	38.182	55	34	0	185	239	22	76	3.49e-05	40.4
NGO_00680	NMB0855	24.242	99	71	2	26	120	59	157	1.13e-04	38.1
NGO_00680	NMB1077	43.860	57	30	2	186	240	1	57	1.83e-04	37.4
NGO_00680	NMB0579	36.957	46	29	0	186	231	21	66	3.02e-04	36.6
NGO_00680	NMB0356	30.189	53	37	0	186	238	33	85	6.98e-04	35.8
NGO_00685	NMB1400	42.857	91	50	1	4	92	621	711	4.01e-20	79.3
NGO_00685	NMB1919	45.882	85	44	1	6	88	496	580	5.57e-16	67.4
NGO_00685	NMB0264	42.353	85	43	2	12	92	494	576	6.99e-14	61.2
NGO_00685	NMB0879	43.478	69	34	2	24	87	137	205	6.44e-10	50.1
NGO_00685	NMB0632	36.170	94	51	3	3	88	116	208	9.30e-10	49.7
NGO_00685	NMB1051	57.576	33	14	0	24	56	157	189	3.84e-08	45.1
NGO_00685	NMB1051	45.000	40	20	2	22	60	439	477	2.08e-04	34.7
NGO_00685	NMB1948	46.667	45	24	0	18	62	136	180	3.85e-08	45.1
NGO_00685	NMB1226	29.545	88	58	1	2	85	405	492	4.95e-08	44.7
NGO_00685	NMB1226	29.870	77	46	1	23	91	149	225	6.51e-07	41.6
NGO_00685	NMB0696	52.941	34	16	0	22	55	135	168	5.79e-08	44.3
NGO_00685	NMB0610	35.616	73	43	1	24	92	188	260	8.32e-08	44.3
NGO_00685	NMB1234	51.282	39	19	0	24	62	146	184	1.23e-07	43.5
NGO_00685	NMB2042	62.500	32	12	0	24	55	132	163	1.35e-07	43.5
NGO_00685	NMB1240	30.645	62	43	0	24	85	450	511	4.39e-07	42.0
NGO_00685	NMB1240	35.185	54	35	0	27	80	159	212	2.42e-06	40.0
NGO_00685	NMB0579	38.596	57	32	1	25	78	135	191	8.31e-07	41.2
NGO_00685	NMB0549	35.000	80	37	2	18	88	138	211	1.01e-06	41.2
NGO_00685	NMB0789	53.125	32	15	0	24	55	144	175	1.13e-06	40.8
NGO_00685	NMB0387	50.000	32	16	0	24	55	166	197	3.59e-06	39.7
NGO_00685	NMB1077	40.000	65	33	2	19	79	102	164	4.68e-06	38.9
NGO_00685	NMB0007	45.714	35	19	0	23	57	137	171	2.10e-05	37.0
NGO_00685	NMB1966	44.444	36	20	0	20	55	139	174	3.83e-05	36.6
NGO_00685	NMB0356	39.394	33	20	0	23	55	150	182	5.00e-04	33.1
NGO_0127	NMB0524	94.089	406	24	0	1	406	1	406	0.0	755
NGO_0129	NMB0525	93.333	225	10	1	1	225	1	220	2.02e-158	433
NGO_0130	NMB0526	94.798	173	8	1	1	172	1	173	3.56e-122	338
NGO_0131	NMB0527	95.745	141	6	0	1	141	1	141	3.76e-102	285
NGO_00720	NMB0529	95.305	213	10	0	1	213	1	213	8.56e-157	428
NGO_0135	NMB0530	93.923	362	22	0	1	362	1	362	0.0	692
NGO_0136	NMB0531	98.422	507	8	0	1	507	1	507	0.0	998
NGO_0138	NMB0532	97.200	500	14	0	1	500	1	500	0.0	983
NGO_0139	NMB0533	98.095	210	4	0	1	210	1	210	9.84e-159	433
NGO_0139	NMB1396	28.169	142	94	5	70	204	74	214	2.12e-10	55.1
NGO_0140	NMB0534	95.652	138	6	0	42	179	1	138	4.19e-92	261
NGO_0142	NMB0535	99.265	408	3	0	1	408	20	427	0.0	814
NGO_0143	NMB0536	96.957	460	14	0	1	460	1	460	0.0	895
NGO_0144	NMB0537	96.364	275	10	0	1	275	1	275	0.0	540
NGO_0144	NMB1485	26.695	236	169	3	41	273	281	515	3.22e-18	80.1
NGO_0145	NMB0538	95.266	169	8	0	1	169	1	169	5.26e-114	317
NGO_0146	NMB0539	93.910	312	19	0	1	312	1	312	0.0	590
NGO_00790	NMB1411	76.842	95	22	0	1	95	124	218	3.61e-51	156
NGO_00790	NMB0583	75.789	95	23	0	1	95	129	223	4.73e-50	153
NGO_00790	NMB1401	73.214	56	15	0	1	56	124	179	4.07e-26	91.7
NGO_00790	NMB0522	83.333	42	7	0	54	95	1	42	2.29e-21	75.5
NGO_0148	NMB0323	41.667	36	21	0	1	36	1	36	7.03e-04	32.0
NGO_0148	NMB0581	37.500	40	19	1	4	37	11	50	7.91e-04	32.0
NGO_0149	NMB1422	96.288	458	17	0	1	458	1	458	0.0	896
NGO_0149	NMB1368	44.125	383	209	3	1	382	1	379	4.74e-108	324
NGO_0149	NMB0274	26.812	138	96	2	207	344	193	325	5.34e-07	47.8
NGO_0149	NMB1788	21.849	357	227	11	44	381	285	608	2.07e-05	42.7
NGO_0149	NMB1331	27.152	151	93	5	251	394	453	593	1.69e-04	39.7
NGO_0151	NMB1421	92.470	332	25	0	1	332	1	332	0.0	637
NGO_0151	NMB0999	32.400	250	143	5	12	244	15	255	9.86e-30	112
NGO_0151	NMB0348	27.160	243	150	9	12	236	13	246	6.50e-16	73.6
NGO_0152	NMB1420	90.000	80	8	0	31	110	1	80	2.16e-49	147
NGO_0153	NMB1419	96.648	179	6	0	1	179	1	179	4.13e-126	348
NGO_0154	NMB1418	95.172	290	14	0	5	294	1	290	0.0	569
NGO_0154	NMB1801	24.535	269	186	8	24	283	36	296	1.50e-14	68.6
NGO_0156	NMB1417	94.340	265	15	0	1	265	1	265	0.0	532
NGO_0158	NMB1416	96.074	866	34	0	1	866	1	866	0.0	1698
NGO_0160	NMB0857	87.500	24	3	0	12	35	1	24	5.64e-11	48.5
NGO_0161	NMB0856	96.795	156	5	0	1	156	1	156	1.39e-109	304
NGO_00870	NMB0857	100.000	59	0	0	1	59	1	59	2.39e-40	122
NGO_0163	NMB0859	95.238	126	6	0	1	126	1	126	6.04e-86	242
NGO_0164	NMB0860	97.674	86	2	0	37	122	1	86	6.03e-59	172
NGO_0165	NMB0861	98.352	182	1	1	1	180	1	182	5.97e-132	363
NGO_0165	NMB0865	72.549	102	20	3	1	95	1	101	5.98e-43	137
